"Motor Vehicles Currently Licensed by Type (Monthly)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Cars","","","Rental Cars","","","Goods Service Vehicles Discontinued January 1991","","","Private Taxis","","","Public Taxis (Discontinued)","","","Omnibuses (after December 1989)","","","Service Coaches","","","Trailers (including Caravans)","","","Motor Cycles","","","Mopeds","","","Miscellaneous (Including Tractors)","","","Trade Plates - D (Discontinued)","","","Trade Plates - C (after December 1997)","","","Exempt Vehicles","","","Taxis","","","Omnibuses and Service Coaches","","","Light Trucks, Vans and Utilities (Discontinued after October 1995)","","","Heavy Trucks (Refer to V= Trucks)","","","Goods Service Cars Discontinued October 1993","","","Caravans (Starts 10.1993, Discontinued 10.1995)","","","Tractors (Starts October 1993)","","","Trucks (Starts November 1995)","","","Total Trade Plates Issued (Start Jan 1998.)","","","Total All Vehicles","",""
" ","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods","12 Months","6 Months","Total both periods"
"2015M11",1471184,1099796,2570980,16918,20410,37328,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",512322,17546,529868,24456,41639,66095,8126,8767,16893,53729,13934,67663,"..","..","..","..","..","..",14385,528,14913,3558,4913,8471,17428,5358,22786,"..","..","..","..","..","..","..","..","..","..","..","..",30762,1179,31941,369304,136791,506095,"..","..",7673,2491410,1349682,3841092
"2015M12",1505854,1115169,2621023,16603,23724,40327,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",515397,22205,537602,25165,45469,70634,8240,9045,17285,54479,15274,69753,"..","..","..","..","..","..",14509,649,15158,3697,4966,8663,17676,5391,23067,"..","..","..","..","..","..","..","..","..","..","..","..",30796,1293,32089,376810,138155,514965,"..","..",5401,2538430,1380047,3918477
"2016M01",1557718,1001065,2558783,17954,23785,41739,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",516874,23505,540379,25498,45713,71211,8428,8977,17405,55252,14778,70030,"..","..","..","..","..","..",14609,706,15315,3882,4747,8629,18056,4928,22984,"..","..","..","..","..","..","..","..","..","..","..","..",30960,1327,32287,385939,122140,508079,"..","..",5982,2604210,1250344,3854554
"2016M02",1594409,998068,2592477,17898,23514,41412,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",519433,23572,543005,25717,45562,71279,8652,9035,17687,55774,14556,70330,"..","..","..","..","..","..",14690,743,15433,4032,4759,8791,18337,4798,23135,"..","..","..","..","..","..","..","..","..","..","..","..",31037,1313,32350,393393,121011,514404,"..","..",6110,2652335,1245618,3897953
"2016M03",1626182,987695,2613877,17668,22667,40335,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",520704,22086,542790,25546,42711,68257,8687,8781,17468,56078,14019,70097,"..","..","..","..","..","..",14823,671,15494,4156,4842,8998,18566,4689,23255,"..","..","..","..","..","..","..","..","..","..","..","..",31102,1254,32356,400136,118801,518937,"..","..",6225,2692546,1226962,3919508
"2016M04",1654268,943104,2597372,16080,19782,35862,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",522828,19712,542540,25107,37738,62845,8743,8206,16949,56008,12201,68209,"..","..","..","..","..","..",14966,602,15568,4216,4847,9063,18716,4511,23227,"..","..","..","..","..","..","..","..","..","..","..","..",31102,1152,32254,405585,113669,519254,"..","..",6339,2726517,1164372,3890889
"2016M05",1672075,960132,2632207,13229,17609,30838,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",524594,17102,541696,24114,32503,56617,8685,7920,16605,56040,10780,66820,"..","..","..","..","..","..",15059,547,15606,4257,4895,9152,18814,4511,23325,"..","..","..","..","..","..","..","..","..","..","..","..",31167,978,32145,409522,116293,525815,"..","..",6418,2746389,1172292,3918681
"2016M06",1694690,958066,2652756,12931,16524,29455,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",526276,13950,540226,23456,28837,52293,8640,7542,16182,55967,9706,65673,"..","..","..","..","..","..",15180,479,15659,4325,4892,9217,18875,4582,23457,"..","..","..","..","..","..","..","..","..","..","..","..",31184,843,32027,412280,117495,529775,"..","..",6515,2772620,1162073,3934693
"2016M07",1679654,868690,2548344,14713,14756,29469,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",526756,12354,539110,23054,27035,50089,8437,7207,15644,55536,8475,64011,"..","..","..","..","..","..",15312,386,15698,4409,4633,9042,18704,4374,23078,"..","..","..","..","..","..","..","..","..","..","..","..",31192,709,31901,403105,107949,511054,"..","..",6569,2749680,1055859,3805539
"2016M08",1717522,885009,2602531,15028,14938,29966,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",528754,12179,540933,23667,28462,52129,8493,7177,15670,56155,8526,64681,"..","..","..","..","..","..",15395,359,15754,4491,4655,9146,18871,4532,23403,"..","..","..","..","..","..","..","..","..","..","..","..",31199,686,31885,408675,112293,520968,"..","..",6621,2797051,1078130,3875181
"2016M09",1750797,890987,2641784,16633,15535,32168,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",530854,12683,543537,24784,31802,56586,8550,7403,15953,57284,9511,66795,"..","..","..","..","..","..",15524,378,15902,4624,4642,9266,19042,4616,23658,"..","..","..","..","..","..","..","..","..","..","..","..",31342,749,32091,414515,114615,529130,"..","..",6672,2842607,1092172,3934779
"2016M10",1784628,853706,2638334,18763,18205,36968,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",531700,14021,545721,25813,36603,62416,8681,7648,16329,58221,10467,68688,"..","..","..","..","..","..",15644,404,16048,4695,4590,9285,19309,4546,23855,"..","..","..","..","..","..","..","..","..","..","..","..",31503,873,32376,420614,111820,532434,"..","..",6703,2888068,1062010,3950078
"2016M11",1812640,865693,2678333,20123,21594,41717,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",533147,16245,549392,26505,40877,67382,8802,8056,16858,59019,11668,70687,"..","..","..","..","..","..",15649,424,16073,4764,4611,9375,19518,4653,24171,"..","..","..","..","..","..","..","..","..","..","..","..",31668,1012,32680,426135,114887,541022,"..","..",7786,2926302,1088708,4015010
"2016M12",1842250,868177,2710427,20822,25142,45964,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",535236,20503,555739,27046,44759,71805,8902,8268,17170,59966,12743,72709,"..","..","..","..","..","..",15809,515,16324,4821,4593,9414,19692,4656,24348,"..","..","..","..","..","..","..","..","..","..","..","..",31873,1132,33005,432033,116048,548081,"..","..",7931,2966577,1105404,4071981
"2017M01",1870095,793951,2664046,22557,25383,47940,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",537241,21940,559181,27265,45386,72651,9017,8234,17251,60312,12613,72925,"..","..","..","..","..","..",15897,545,16442,4927,4340,9267,19918,4376,24294,"..","..","..","..","..","..","..","..","..","..","..","..",31891,1163,33054,437090,105890,542980,"..","..",6186,3004319,1022658,4026977
"2017M02",1899500,785694,2685194,22592,25244,47836,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",538830,22044,560874,27366,44764,72130,9092,8223,17315,60722,12416,73138,"..","..","..","..","..","..",16059,548,16607,4976,4353,9329,20184,4341,24525,"..","..","..","..","..","..","..","..","..","..","..","..",31939,1186,33125,443320,104940,548260,"..","..",6336,3042641,1012567,4055208
"2017M03",1932861,790084,2722945,21870,24457,46327,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",540717,21030,561747,27309,42465,69774,9226,8101,17327,61160,12075,73235,"..","..","..","..","..","..",16220,531,16751,5108,4339,9447,20429,4327,24756,"..","..","..","..","..","..","..","..","..","..","..","..",32057,1196,33253,450444,105556,556000,"..","..",6504,3085344,1012965,4098309
"2017M04",1956051,747333,2703384,19930,22345,42275,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",541359,18995,560354,26422,37053,63475,9186,7454,16640,60957,10691,71648,"..","..","..","..","..","..",16353,492,16845,5237,4284,9521,20547,4160,24707,"..","..","..","..","..","..","..","..","..","..","..","..",31981,1086,33067,454891,99998,554889,"..","..",6631,3110933,952805,4063738
"2017M05",1984927,752231,2737158,17854,17705,35559,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",543029,16556,559585,25387,31871,57258,9175,7147,16322,61120,9398,70518,"..","..","..","..","..","..",16438,424,16862,5291,4356,9647,20747,4151,24898,"..","..","..","..","..","..","..","..","..","..","..","..",32065,902,32967,461765,100741,562506,"..","..",6777,3145733,944580,4090313
"2017M06",1997880,753383,2751263,18211,15748,33959,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",544616,13632,558248,24877,28405,53282,9170,6848,16018,61318,8698,70016,"..","..","..","..","..","..",16567,355,16922,5315,4379,9694,20897,4102,24999,"..","..","..","..","..","..","..","..","..","..","..","..",32197,723,32920,465867,101398,567265,"..","..",6852,3164718,936948,4101666
"2017M07",1921411,739659,2661070,18268,15264,33532,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",545207,12350,557557,24753,26745,51498,9029,6565,15594,60387,8020,68407,"..","..","..","..","..","..",16655,355,17010,5308,4329,9637,20532,4077,24609,"..","..","..","..","..","..","..","..","..","..","..","..",32163,600,32763,451914,99054,550968,"..","..",6930,3073464,916418,3989882
"2017M08",1930809,765672,2696481,18449,15854,34303,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",546579,12205,558784,25589,28319,53908,9067,6517,15584,60503,8272,68775,"..","..","..","..","..","..",16802,332,17134,5365,4367,9732,20604,4213,24817,"..","..","..","..","..","..","..","..","..","..","..","..",32236,622,32858,456031,103231,559262,"..","..",7020,3089798,948982,4038780
"2017M09",1945147,776380,2721527,19522,17250,36772,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",547235,12450,559685,26745,31472,58217,9088,6606,15694,61084,9004,70088,"..","..","..","..","..","..",16953,327,17280,5437,4413,9850,20734,4340,25074,"..","..","..","..","..","..","..","..","..","..","..","..",32372,677,33049,460069,105498,565567,"..","..",7081,3112014,967740,4079754
"2017M10",1960230,763978,2724208,21307,20040,41347,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",548905,13997,562902,27851,36698,64549,9143,6993,16136,61900,9952,71852,"..","..","..","..","..","..",17041,347,17388,6027,5559,11586,20859,4404,25263,"..","..","..","..","..","..","..","..","..","..","..","..",32412,848,33260,465257,104831,570088,"..","..",7137,3138520,966799,4105319
"2017M11",1983298,774624,2757922,21418,25430,46848,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",551639,15999,567638,28625,41410,70035,9253,7480,16733,62752,11004,73756,"..","..","..","..","..","..",17230,401,17631,6454,6039,12493,20946,4561,25507,"..","..","..","..","..","..","..","..","..","..","..","..",32480,989,33469,471031,107197,578228,"..","..",7126,3172646,994145,4166791
"2017M12",2013952,775885,2789837,21946,29577,51523,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",554386,19405,573791,29352,45224,74576,9394,7722,17116,63515,11966,75481,"..","..","..","..","..","..",17385,467,17852,6821,6229,13050,21093,4612,25705,"..","..","..","..","..","..","..","..","..","..","..","..",32506,1052,33558,477582,107561,585143,"..","..",8127,3215426,1008648,4224074
"2018M01",2034614,715530,2750144,23735,29794,53529,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",555784,20245,576029,29541,45452,74993,9498,7774,17272,63980,11836,75816,"..","..","..","..","..","..",17556,504,18060,7125,6186,13311,21159,4457,25616,"..","..","..","..","..","..","..","..","..","..","..","..",32578,1084,33662,481647,99025,580672,"..","..",6579,3244639,940803,4185442
"2018M02",2062782,695921,2758703,23520,29601,53121,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",557232,19829,577061,29600,44146,73746,9534,7599,17133,64343,11620,75963,"..","..","..","..","..","..",17655,525,18180,7476,6173,13649,21352,4362,25714,"..","..","..","..","..","..","..","..","..","..","..","..",32643,1065,33708,487934,96765,584699,"..","..",6689,3281428,916541,4197969
"2018M03",2096933,689847,2786780,23003,28338,51341,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",559461,18751,578212,29381,41864,71245,9654,7425,17079,64745,11436,76181,"..","..","..","..","..","..",17704,516,18220,7898,6250,14148,21589,4326,25915,"..","..","..","..","..","..","..","..","..","..","..","..",32750,1097,33847,495474,96234,591708,"..","..",6780,3325842,904987,4230829
"2018M04",2120354,651126,2771480,21480,23361,44841,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",560986,16372,577358,28634,35927,64561,9679,6932,16611,64533,9920,74453,"..","..","..","..","..","..",17804,452,18256,8172,6327,14499,21653,4172,25825,"..","..","..","..","..","..","..","..","..","..","..","..",32811,881,33692,500404,90933,591337,"..","..",6863,3353699,845522,4199221
"2018M05",2146808,652028,2798836,19406,19272,38678,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",562105,14114,576219,27594,30677,58271,9696,6681,16377,64438,8733,73171,"..","..","..","..","..","..",17930,377,18307,8359,6496,14855,21711,4181,25892,"..","..","..","..","..","..","..","..","..","..","..","..",32816,755,33571,506611,91153,597764,"..","..",6951,3384658,833712,4218370
"2018M06",2156838,650993,2807831,19650,16829,36479,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",562695,11414,574109,26968,27230,54198,9625,6338,15963,64421,7833,72254,"..","..","..","..","..","..",17993,310,18303,8480,6592,15072,21817,4202,26019,"..","..","..","..","..","..","..","..","..","..","..","..",32839,662,33501,509592,91251,600843,"..","..",7048,3398079,822992,4221071
"2018M07",2092674,651172,2743846,19608,16218,35826,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",563540,10782,574322,26852,26378,53230,9573,6157,15730,63810,7313,71123,"..","..","..","..","..","..",18009,312,18321,8514,6642,15156,21585,4268,25853,"..","..","..","..","..","..","..","..","..","..","..","..",32914,572,33486,497976,91209,589185,"..","..",7101,3322141,820451,4142592
"2018M08",2098941,670934,2769875,19439,16213,35652,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",565062,10987,576049,27712,28312,56024,9655,6119,15774,64269,7525,71794,"..","..","..","..","..","..",18107,303,18410,8607,6793,15400,21676,4481,26157,"..","..","..","..","..","..","..","..","..","..","..","..",33096,561,33657,501393,94754,596147,"..","..",7185,3334861,846421,4181282
"2018M09",2106938,679336,2786274,19851,17533,37384,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",566316,11550,577866,29048,32402,61450,9742,6368,16110,64861,8169,73030,"..","..","..","..","..","..",18181,288,18469,8687,6931,15618,21802,4552,26354,"..","..","..","..","..","..","..","..","..","..","..","..",33255,614,33869,503832,97146,600978,"..","..",7182,3349258,864275,4213533
"2018M10",2118905,676380,2795285,21545,21069,42614,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",568288,13445,581733,30074,37656,67730,9928,6817,16745,65592,9286,74878,"..","..","..","..","..","..",18232,332,18564,8780,7029,15809,21913,4615,26528,"..","..","..","..","..","..","..","..","..","..","..","..",33312,767,34079,509228,98129,607357,"..","..",7079,3372485,874758,4247243
"2018M11",2132848,684082,2816930,22326,25236,47562,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",568575,15529,584104,30543,41308,71851,9944,7096,17040,66165,10282,76447,"..","..","..","..","..","..",18392,368,18760,8897,7098,15995,22154,4681,26835,"..","..","..","..","..","..","..","..","..","..","..","..",33328,838,34166,513731,100510,614241,"..","..",7107,3393575,896190,4289765
"2018M12",2145164,695337,2840501,23720,27939,51659,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",568755,19368,588123,30818,44852,75670,9857,7313,17170,66644,11323,77967,"..","..","..","..","..","..",18468,393,18861,8959,7200,16159,22288,4721,27009,"..","..","..","..","..","..","..","..","..","..","..","..",33365,888,34253,517097,102849,619946,"..","..",8136,3411770,921295,4333065
"2019M01",2138258,671162,2809420,24857,28102,52959,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",570549,20789,591338,30752,46711,77463,9862,7578,17440,66718,11369,78087,"..","..","..","..","..","..",18526,444,18970,9021,7076,16097,22295,4583,26878,"..","..","..","..","..","..","..","..","..","..","..","..",33334,918,34252,517086,99449,616535,"..","..",6331,3407924,897263,4305187
"2019M02",2122969,634424,2757393,24703,27631,52334,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",566489,20359,586848,30219,44238,74457,9692,7189,16881,66277,11119,77396,"..","..","..","..","..","..",18451,448,18899,9003,6801,15804,22250,4337,26587,"..","..","..","..","..","..","..","..","..","..","..","..",33043,943,33986,513377,94481,607858,"..","..",6503,3383430,851027,4234457
"2019M03",2163615,668083,2831698,24086,26185,50271,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",572850,20071,592921,30023,43884,73907,9863,7408,17271,66961,11036,77997,"..","..","..","..","..","..",18703,460,19163,9187,7217,16404,22498,4575,27073,"..","..","..","..","..","..","..","..","..","..","..","..",33358,982,34340,524019,100060,624079,"..","..",6610,3441805,888979,4330784
"2019M04",2170333,648918,2819251,22274,22905,45179,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",574102,18446,592548,28809,38409,67218,9704,6937,16641,66704,9732,76436,"..","..","..","..","..","..",18801,406,19207,9301,7153,16454,22493,4505,26998,"..","..","..","..","..","..","..","..","..","..","..","..",33331,843,34174,526815,97416,624231,"..","..",6641,3449336,854827,4304163
"2019M05",2191192,651034,2842226,19288,18225,37513,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",575547,16542,592089,27696,33363,61059,9712,6613,16325,66479,8550,75029,"..","..","..","..","..","..",18888,355,19243,9404,7161,16565,22525,4438,26963,"..","..","..","..","..","..","..","..","..","..","..","..",33260,732,33992,531881,98046,629927,"..","..",6736,3472612,844327,4316939
"2019M06",2198210,644798,2843008,18692,16579,35271,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",575887,13594,589481,27173,29280,56453,9685,6193,15878,66350,7465,73815,"..","..","..","..","..","..",18983,329,19312,9510,7144,16654,22543,4347,26890,"..","..","..","..","..","..","..","..","..","..","..","..",33229,610,33839,534192,97187,631379,"..","..",6756,3481225,826916,4308141
"2019M07",2146222,648582,2794804,19823,15472,35295,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",576433,12466,588899,27289,27823,55112,9631,6035,15666,65799,6946,72745,"..","..","..","..","..","..",19151,303,19454,9438,7228,16666,22323,4309,26632,"..","..","..","..","..","..","..","..","..","..","..","..",33115,572,33687,524729,97351,622080,"..","..",6831,3420838,826515,4247353
"2019M08",2146634,663258,2809892,20925,15284,36209,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",576309,12206,588515,28106,28979,57085,9688,5988,15676,66042,6835,72877,"..","..","..","..","..","..",19228,307,19535,9433,7359,16792,22325,4348,26673,"..","..","..","..","..","..","..","..","..","..","..","..",33043,558,33601,526759,99835,626594,"..","..",6898,3425449,844399,4269848
"2019M09",2152153,670875,2823028,22850,15960,38810,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",577193,12532,589725,29458,32577,62035,9803,6048,15851,66674,7362,74036,"..","..","..","..","..","..",19318,308,19626,9439,7423,16862,22393,4375,26768,"..","..","..","..","..","..","..","..","..","..","..","..",33049,569,33618,529087,101610,630697,"..","..",6927,3438368,859070,4297438
"2019M10",2157475,672404,2829879,25787,17904,43691,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",578532,13745,592277,30526,37279,67805,9856,6352,16208,67579,8014,75593,"..","..","..","..","..","..",19503,314,19817,9460,7515,16975,22572,4459,27031,"..","..","..","..","..","..","..","..","..","..","..","..",33102,697,33799,532899,102502,635401,"..","..",6902,3454189,870488,4324677
"2019M11",2165366,683692,2849058,26468,21335,47803,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",580776,15831,596607,31377,42124,73501,9881,6736,16617,68868,8533,77401,"..","..","..","..","..","..",19620,343,19963,9542,7675,17217,22718,4577,27295,"..","..","..","..","..","..","..","..","..","..","..","..",33131,847,33978,536654,105109,641763,"..","..",6879,3471270,895955,4367225
"2019M12",2174123,700113,2874236,28499,23594,52093,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",582429,19499,601928,31753,45462,77215,9871,7030,16901,69999,9066,79065,"..","..","..","..","..","..",19687,353,20040,9666,7807,17473,22842,4677,27519,"..","..","..","..","..","..","..","..","..","..","..","..",33169,928,34097,540466,107813,648279,"..","..",7987,3489335,925414,4414749
"2020M01",2164103,684197,2848300,27927,23848,51775,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",583938,21043,604981,32122,47164,79286,9926,7163,17089,70321,9065,79386,"..","..","..","..","..","..",19781,433,20214,9683,7747,17430,22851,4659,27510,"..","..","..","..","..","..","..","..","..","..","..","..",33186,949,34135,540821,105143,645964,"..","..",6046,3481473,910462,4391935
"2020M02",2168612,682292,2850904,27445,23774,51219,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",585521,21135,606656,32172,46528,78700,9852,7241,17093,70508,8983,79491,"..","..","..","..","..","..",19872,437,20309,9788,7773,17561,23002,4592,27594,"..","..","..","..","..","..","..","..","..","..","..","..",33210,967,34177,543002,104388,647390,"..","..",6171,3489774,907143,4396917
"2020M03",2167544,670695,2838239,25236,19965,45201,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",582093,19756,601849,31340,41131,72471,9805,6814,16619,70207,8375,78582,"..","..","..","..","..","..",19818,414,20232,9985,7980,17965,22978,4337,27315,"..","..","..","..","..","..","..","..","..","..","..","..",33098,1017,34115,542392,102804,645196,"..","..",6239,3481398,882271,4363669
"2020M04",2147392,586005,2733397,22173,14255,36428,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",570343,16604,586947,29894,32335,62229,9539,5810,15349,68523,6336,74859,"..","..","..","..","..","..",19521,357,19878,9855,7150,17005,22539,3719,26258,"..","..","..","..","..","..","..","..","..","..","..","..",32559,846,33405,537330,91516,628846,"..","..",6239,3437109,764087,4201196
"2020M05",2195154,611555,2806709,19589,10681,30270,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",576414,14668,591082,29652,31182,60834,9686,5640,15326,68946,5975,74921,"..","..","..","..","..","..",19568,342,19910,10023,7321,17344,22667,3791,26458,"..","..","..","..","..","..","..","..","..","..","..","..",32676,663,33339,546553,96383,642936,"..","..",6273,3498252,787538,4285790
"2020M06",2221964,627653,2849617,17421,11397,28818,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",581928,12189,594117,29690,28870,58560,9790,5462,15252,69446,5740,75186,"..","..","..","..","..","..",19724,313,20037,10123,7462,17585,22796,3942,26738,"..","..","..","..","..","..","..","..","..","..","..","..",32852,501,33353,552576,98829,651405,"..","..",6337,3535458,801857,4337315
"2020M07",2205715,639842,2845557,16483,13226,29709,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",586545,11477,598022,30420,29223,59643,9878,5445,15323,69356,5883,75239,"..","..","..","..","..","..",19859,295,20154,10258,7636,17894,22644,4121,26765,"..","..","..","..","..","..","..","..","..","..","..","..",32867,450,33317,551126,100682,651808,"..","..",6441,3522284,817830,4340114
"2020M08",2212789,631314,2844103,15027,13462,28489,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",588729,11262,599991,31738,30407,62145,9943,5311,15254,69596,6011,75607,"..","..","..","..","..","..",19961,280,20241,10332,7568,17900,22489,4138,26627,"..","..","..","..","..","..","..","..","..","..","..","..",32918,455,33373,554395,99795,654190,"..","..",6467,3534999,809548,4344547
"2020M09",2232393,640556,2872949,14545,14028,28573,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",592883,12104,604987,33568,35059,68627,10043,5533,15576,70123,6531,76654,"..","..","..","..","..","..",20056,287,20343,10337,7707,18044,22522,4250,26772,"..","..","..","..","..","..","..","..","..","..","..","..",32978,516,33494,559035,100437,659472,"..","..",6517,3565505,826492,4391997
"2020M10",2244251,640003,2884254,13794,14056,27850,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",595271,13914,609185,34641,40345,74986,10121,5948,16069,70284,7168,77452,"..","..","..","..","..","..",20123,277,20400,10364,7813,18177,22500,4408,26908,"..","..","..","..","..","..","..","..","..","..","..","..",33008,613,33621,563006,99928,662934,"..","..",6488,3584355,833860,4418215
"2020M11",2251751,633960,2885711,13514,13787,27301,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",596329,15290,611619,34914,42714,77628,10173,6157,16330,70129,7692,77821,"..","..","..","..","..","..",20209,289,20498,10414,7755,18169,22468,4468,26936,"..","..","..","..","..","..","..","..","..","..","..","..",32951,706,33657,565644,98708,664352,"..","..",6465,3595545,830820,4426365
"2020M12",2252132,613780,2865912,13246,14138,27384,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",595663,17918,613581,35071,44483,79554,10182,6165,16347,70027,8514,78541,"..","..","..","..","..","..",20265,334,20599,10374,7599,17973,22392,4540,26932,"..","..","..","..","..","..","..","..","..","..","..","..",32843,775,33618,567373,97037,664410,"..","..",8460,3596725,814508,4411233
"2021M01",2257395,605829,2863224,13138,13103,26241,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",599066,19034,618100,35202,45731,80933,10170,6340,16510,70298,8486,78784,"..","..","..","..","..","..",20410,373,20783,10346,7516,17862,22354,4485,26839,"..","..","..","..","..","..","..","..","..","..","..","..",32981,788,33769,569851,94660,664511,"..","..",8550,3608230,805557,4413787
"2021M02",2263664,599229,2862893,12577,12617,25194,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",601991,18918,620909,35128,44365,79493,10220,6271,16491,70520,8374,78894,"..","..","..","..","..","..",20458,394,20852,10280,7293,17573,22372,4550,26922,"..","..","..","..","..","..","..","..","..","..","..","..",33134,768,33902,572590,93360,665950,"..","..",7707,3619800,795371,4415171
"2021M03",2274615,599241,2873856,11977,12445,24422,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",609622,17670,627292,34686,40520,75206,10255,6044,16299,70863,8028,78891,"..","..","..","..","..","..",20726,399,21125,10215,7147,17362,22438,4611,27049,"..","..","..","..","..","..","..","..","..","..","..","..",33319,748,34067,577724,92634,670358,"..","..",7830,3643121,788739,4431860
"2021M04",2288294,614294,2902588,11791,12176,23967,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",613228,16612,629840,34107,38459,72566,10370,5950,16320,80321,8068,88389,"..","..","..","..","..","..",20928,395,21323,10191,7199,17390,22479,4589,27068,"..","..","..","..","..","..","..","..","..","..","..","..",33535,714,34249,575527,92964,668491,"..","..",7942,3667236,800706,4467942
"2021M05",2295246,607069,2902315,12560,11405,23965,"..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",611168,14173,625341,32526,32547,65073,10212,5493,15705,70682,6783,77465,"..","..","..","..","..","..",20934,356,21290,10137,7097,17234,22650,4569,27219,"..","..","..","..","..","..","..","..","..","..","..","..",33228,614,33842,585158,92355,677513,"..","..",8052,3671273,781847,4453120
